feature_path,video_path,split,label,orientation,width,height,source_frames_before_trim,source_frames_after_trim,elapsed_seconds,hand_frame_fraction_before_trim,hand_frame_fraction_after_trim,hand_presence_fraction,face_presence_fraction,body_presence_fraction,shoulder_coverage,normalization_source,chirality_left,chirality_right,chirality_unknown,finite,binary_presence,missing_spatial_zero,missing_confidence_zero,valid_shape
ANGRY/20281937.v17.npz,data/local/local_citizen100_quality_audit_q82_cap7/raw/ANGRY/20281937.mp4,,ANGRY,landscape,640,480,31,31,0.43706075,1.0,1.0,0.84814453125,0.8125,0.8125,0.8064516129032258,shoulder_width,22,31,0,True,True,True,True,True
ANGRY/49d3ea81.v17.npz,data/local/local_citizen100_quality_audit_q82_cap14_exact/raw/ANGRY/49d3ea81.mp4,,ANGRY,landscape,640,480,26,23,0.45921891699999995,0.7307692307692307,0.8260869565217391,0.76953125,0.75,0.5703125,0.7391304347826086,shoulder_width,19,17,0,True,True,True,True,True
ANGRY/4bfed7fa.v17.npz,data/local/local_citizen100_quality_audit_q82_cap14_exact/raw/ANGRY/4bfed7fa.mp4,,ANGRY,landscape,640,480,31,28,0.257510208,0.7741935483870968,0.8571428571428571,0.83935546875,0.59375,0.3828125,0.6071428571428571,shoulder_width,23,22,0,True,True,True,True,True
ANGRY/57b93b85.v17.npz,data/local/local_citizen100_quality_audit_q82_cap7/raw/ANGRY/57b93b85.mp4,,ANGRY,landscape,640,480,29,29,0.21773016700000003,1.0,1.0,1.0,0.875,0.875,0.8620689655172413,shoulder_width,29,29,0,True,True,True,True,True
ANGRY/766ebe9e.v17.npz,data/local/local_citizen100_quality_audit_q82_cap7/raw/ANGRY/766ebe9e.mp4,,ANGRY,landscape,640,480,28,25,0.17916379100000013,0.75,0.84,0.7822265625,0.6875,0.0625,0.04,shoulder_width,21,18,0,True,True,True,True,True
ANGRY/8b3d2736.v17.npz,data/local/local_citizen100_quality_audit_q82_cap7/raw/ANGRY/8b3d2736.mp4,,ANGRY,landscape,640,480,29,26,0.18068616699999995,0.8275862068965517,0.9230769230769231,0.875,0.0,0.1875,0.34615384615384615,shoulder_width,22,23,0,True,True,True,True,True
ANGRY/ANGRY_10.v17.npz,data/local/local_citizen100_quality_audit_q82_cap7/raw/ANGRY/ANGRY_10.mp4,,ANGRY,landscape,640,480,47,33,0.25592166699999996,0.6170212765957447,0.8787878787878788,0.84375,0.75,0.5078125,0.7575757575757576,shoulder_width,29,27,0,True,True,True,True,True
ANGRY/ae38897b.v17.npz,data/local/local_citizen100_quality_audit_q82_cap7/raw/ANGRY/ae38897b.mp4,,ANGRY,landscape,640,480,44,44,0.3007393340000002,0.8409090909090909,0.8409090909090909,0.75146484375,0.9375,0.9375,0.9318181818181818,shoulder_width,30,36,0,True,True,True,True,True
ANGRY/afd85bf7.v17.npz,data/local/local_citizen100_quality_audit_q82_cap7/raw/ANGRY/afd85bf7.mp4,,ANGRY,landscape,640,480,27,27,0.1702243750000001,0.9629629629629629,0.9629629629629629,0.6875,0.0,0.9375,0.9259259259259259,shoulder_width,15,26,0,True,True,True,True,True
ANGRY/b9a70dbf.v17.npz,data/local/local_citizen100_quality_audit_q82_cap14_exact/raw/ANGRY/b9a70dbf.mp4,,ANGRY,landscape,640,480,35,31,0.28287754200000004,0.7714285714285715,0.8709677419354839,0.8369140625,0.5625,0.5625,0.5483870967741935,shoulder_width,27,25,0,True,True,True,True,True
ANSWER/0c235bab.v17.npz,data/local/local_citizen100_quality_audit_q82_cap7/raw/ANSWER/0c235bab.mp4,,ANSWER,landscape,640,480,42,42,0.28395879199999996,1.0,1.0,0.896484375,0.96875,0.0,0.0,palm_length,37,40,0,True,True,True,True,True
ANSWER/1e3a6fcc.v17.npz,data/local/local_citizen100_quality_audit_q82_cap14_exact/raw/ANSWER/1e3a6fcc.mp4,,ANSWER,landscape,640,480,50,50,0.48764937499999994,1.0,1.0,0.84130859375,0.96875,0.96875,0.98,shoulder_width,50,35,0,True,True,True,True,True
ANSWER/2d4a7d50.v17.npz,data/local/local_citizen100_quality_audit_q82_cap14_exact/raw/ANSWER/2d4a7d50.mp4,,ANSWER,landscape,640,480,27,21,0.2313787920000001,0.6296296296296297,0.8095238095238095,0.791015625,0.8125,0.6171875,0.8095238095238095,shoulder_width,17,16,0,True,True,True,True,True
