canonical_label,citizen_raw_gloss,citizen_asl_lex_code,lexical_tier,source_kind,raw_path,crop_path,width,height,frames,fps,duration_seconds,brightness,clipped_fraction,sharpness,quality_score,appearance_min_distance,selection_rank,training_eligible,feature_path,raw_sha256,duplicate_of,observed_hand_frame_fraction,hand_presence_fraction,face_presence_fraction,body_presence_fraction,citizen_only_prediction,citizen_only_top5,citizen_only_true_probability,balanced_prediction,balanced_top5,balanced_true_probability,consensus_tier,current_landmark_top1,current_hand_top1,fixed_landmark_hand_top1,fixed_landmark_hand_true_margin,new_hand_crop_validity,upgrade_tier
ANGRY,ANGRY,B_01_070,canonical_and_pinned_raw_text_equal,local_numbered_single_session,data/raw_videos/ASL VIDEOS/ANGRY/ANGRY_10.mp4,data/local/ASL_hand_crops_av/ANGRY_ANGRY_10.jpg,640,480,47,30.0,1.5666666666666667,129.80548095703125,0.0,1857.35595703125,0.9998411428569298,,1,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/ANGRY/ANGRY_10.v17.npz,7e8b3349ac7b567c27ee6854198c0c3b6a1e96bc82af515330719d8b44710ed5,,0.8787878787878788,0.84375,0.75,0.5078125,HAVE,HAVE|ANGRY|EXCITED|HAPPY|EASY,0.20562206208705902,ANGRY,ANGRY|HAPPY|EASY|HAVE|EXCITED,0.8393535614013672,tier_b_dual_top5_one_top1,True,True,True,4.81513524055481,0.8541666666666666,tier_a2_four_model_multimodal_consensus
COLD,COLD,C_02_068,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/COLD/099116d5.mp4,data/local/ASL_hand_crops_av/COLD_099116d5.jpg,640,480,26,30.0,0.8666666666666667,80.1290283203125,0.0462646484375,1780.3804931640625,0.9043784307922849,0.12974607944488525,10,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/COLD/099116d5.v17.npz,0677483e9d9d3f47ae8c89061780c10560f8fa1d9d722e125c02ceca650b5923,,0.8888888888888888,0.78955078125,0.96875,0.7421875,COLD,COLD|SIGN|HAVE|TIRED|DOCTOR,0.5731722712516785,HAVE,HAVE|COLD|SIGN|TIRED|BIG,0.21120910346508026,tier_b_dual_top5_one_top1,True,True,True,2.5066745281219482,0.8125,tier_a2_four_model_multimodal_consensus
COLD,COLD,C_02_068,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/COLD/f00e1b6e.mp4,data/local/ASL_hand_crops_av/COLD_f00e1b6e.jpg,640,480,43,30.0,1.4333333333333333,97.88043212890625,0.0,271.3427734375,0.9400666634189585,0.10124057531356812,14,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/COLD/f00e1b6e.v17.npz,4bcc8c76dd59bf613b256180705826cd5a5a6bcf2534c84f868591e545f75699,,0.9,0.84765625,0.8125,0.328125,COLD,COLD|NOW|TRY|TIRED|HAVE,0.4688049256801605,NOW,NOW|TRY|COLD|TIRED|FAMILY,0.16393427550792694,tier_b_dual_top5_one_top1,True,True,True,1.730741262435913,0.8125,tier_a2_four_model_multimodal_consensus
FRIEND,FRIEND,D_03_010,canonical_and_pinned_raw_text_equal,local_numbered_single_session,data/raw_videos/ASL VIDEOS/FRIEND/FRIEND_18.mp4,data/local/ASL_hand_crops_av/FRIEND_FRIEND_18.jpg,640,480,82,30.0,2.7333333333333334,137.50335693359375,0.0,7289.728515625,0.9320537150276998,0.43140900135040283,4,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/FRIEND/FRIEND_18.v17.npz,bf740f01f8f0628a0bc2d3490a7fb1cbedfb42a89a9eb109701bece05d7a6277,,0.9375,0.91943359375,0.875,0.875,WHEN,WHEN|FRIEND|SIGN|TIME|GO,0.2831117808818817,FRIEND,FRIEND|SIGN|WHEN|TIME|TALK,0.7512794137001038,tier_b_dual_top5_one_top1,True,True,True,6.601124286651611,0.875,tier_a2_four_model_multimodal_consensus
FRIEND,FRIEND,D_03_010,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/FRIEND/ab6886ef.mp4,data/local/ASL_hand_crops_av/FRIEND_ab6886ef.jpg,640,480,35,30.0,1.1666666666666667,88.65997314453125,0.0,164.6389923095703,0.8870283501547107,0.25214600563049316,8,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/FRIEND/ab6886ef.v17.npz,470ab04918136a4c304e459866fe3440601232e259859388023311adcf0d713e,,0.8666666666666667,0.82275390625,0.84375,0.7734375,WHEN,WHEN|FRIEND|SIGN|TIME|MAKE,0.39064380526542664,FRIEND,FRIEND|WHEN|SIGN|TIME|WEEK,0.4841940701007843,tier_b_dual_top5_one_top1,True,True,True,4.6556925773620605,0.8333333333333334,tier_a2_four_model_multimodal_consensus
GO,GO,C_03_056,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/GO/16b9209a.mp4,data/local/ASL_hand_crops_av/GO_16b9209a.jpg,640,480,31,30.0,1.0333333333333334,58.64471435546875,0.22918701171875,575.560791015625,0.8442173546428694,0.437538743019104,3,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/GO/16b9209a.v17.npz,e74eeeea1d981319415808fe085fda098edd35a625aea61f5c6a98900600f8ab,,0.88,0.75830078125,0.6875,0.0625,ANSWER,ANSWER|DIFFERENT|WHEN|GO|YOU,0.1186688095331192,GO,GO|ANSWER|LANGUAGE|WHEN|ASK,0.5744670033454895,tier_b_dual_top5_one_top1,True,True,True,3.4587693214416504,0.8333333333333334,tier_a2_four_model_multimodal_consensus
IMPORTANT,IMPORTANT,B_01_081,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/IMPORTANT/38353e84.mp4,data/local/ASL_hand_crops_av/IMPORTANT_38353e84.jpg,640,480,42,30.0,1.4,62.1573486328125,0.08575439453125,1694.99267578125,0.888925046881005,0.3215025067329407,4,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/IMPORTANT/38353e84.v17.npz,0465a46610bd530856f922af46f61a543ea52c05aac46e394efa5e30468969e3,,0.9761904761904762,0.80859375,0.96875,0.921875,IMPORTANT,IMPORTANT|FIND|FAMILY|ANSWER|LEARN,0.678301990032196,FAMILY,FAMILY|IMPORTANT|FIND|ANSWER|LEARN,0.27881917357444763,tier_b_dual_top5_one_top1,True,True,True,6.099494934082031,0.8333333333333334,tier_a2_four_model_multimodal_consensus
LEARN,LEARN,B_01_042,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/LEARN/2ed4e9ef.mp4,data/local/ASL_hand_crops_av/LEARN_2ed4e9ef.jpg,640,480,22,30.0,0.7333333333333333,126.3199462890625,0.0118408203125,3124.49609375,0.9555796176621923,0.21048259735107422,8,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/LEARN/2ed4e9ef.v17.npz,0d4f86b9e5fc63e3e4682d8873bbc0262a7021486d1a6da4b15a0a0844caf85b,,0.9545454545454546,0.890625,0.78125,0.046875,LESS,LESS|LEARN|MORNING|MORE|DAY,0.21248430013656616,LEARN,LEARN|LESS|NIGHT|HOME|DAY,0.8619861602783203,tier_b_dual_top5_one_top1,True,True,True,4.897429704666138,0.9166666666666666,tier_a2_four_model_multimodal_consensus
LEARN,LEARN,B_01_042,canonical_and_pinned_raw_text_equal,local_numbered_single_session,data/raw_videos/ASL VIDEOS/LEARN/LEARN_25.mp4,data/local/ASL_hand_crops_av/LEARN_LEARN_25.jpg,640,480,107,30.0,3.566666666666667,132.3275146484375,0.0,4349.96435546875,0.8600977682428124,0.28571999073028564,6,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/LEARN/LEARN_25.v17.npz,b2cf245a0c8f1b30a1758c42ea975d60999cefcc93af873ade4c21964b9c4c01,,0.9518072289156626,0.88818359375,0.875,0.828125,LESS,LESS|MORE|LEARN|DAY|HOW,0.21322742104530334,LEARN,LEARN|LESS|HOME|SICK|MORE,0.8399427533149719,tier_b_dual_top5_one_top1,True,True,True,5.520437002182007,0.8541666666666666,tier_a2_four_model_multimodal_consensus
MAKE,MAKE,C_01_032,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/MAKE/28ad1047.mp4,,640,480,31,30.0,1.0333333333333334,94.9312744140625,0.00079345703125,747.87255859375,0.9524244781053358,0.1147756576538086,11,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/MAKE/28ad1047.v17.npz,19bbcdb562ae3372b0c92ea46b74d7c2bafc460a6a23125fe9a0217a983839e2,,0.84,0.81640625,0.6875,0.4375,YEAR,YEAR|MAKE|TELL|NAME|SIGN,0.31615543365478516,MAKE,MAKE|YEAR|NAME|TELL|I,0.7586215734481812,tier_b_dual_top5_one_top1,True,True,True,5.387836456298828,0.8333333333333334,tier_a2_four_model_multimodal_consensus
MAKE,MAKE,C_01_032,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/MAKE/439c407b.mp4,,640,480,48,30.0,1.6,49.27703857421875,0.28826904296875,481.8818054199219,0.8374696257439231,0.1327366828918457,14,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/MAKE/439c407b.v17.npz,110005b72899a84ec0480a3474c4636c9a588b1592c684235172d970be0502b1,,0.868421052631579,0.7783203125,0.65625,0.6015625,MAKE,MAKE|YEAR|LOVE|TELL|THEY,0.43800970911979675,YEAR,YEAR|MAKE|HOW|HELP|TELL,0.29066768288612366,tier_b_dual_top5_one_top1,True,True,True,4.725650787353516,0.8125,tier_a2_four_model_multimodal_consensus
MAYBE,MAYBE,B_03_022,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/MAYBE/62d8a191.mp4,data/local/ASL_hand_crops_av/MAYBE_62d8a191.jpg,640,480,44,30.0,1.4666666666666666,105.24261474609375,0.0,104.07048034667969,0.8970228033140687,0.09508925676345825,14,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/MAYBE/62d8a191.v17.npz,335bda2bf4cf8b424c79ac124c1accfc6e7ab4b1c81b47dd9eb8cceaad31d977,,0.9,0.87255859375,0.8125,0.46875,MAYBE,MAYBE|DOCTOR|WANT|TIRED|TALK,0.3099895417690277,DOCTOR,DOCTOR|MAYBE|TIRED|SMALL|WAIT,0.2864208519458771,tier_b_dual_top5_one_top1,True,True,True,2.3391575813293457,0.8541666666666666,tier_a2_four_model_multimodal_consensus
MORNING,MORNING,C_02_012,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/MORNING/030b15cd.mp4,data/local/ASL_hand_crops_av/MORNING_030b15cd.jpg,640,480,23,30.0,0.7666666666666667,141.92108154296875,0.0841064453125,1575.198974609375,0.9355246305326981,0.13119590282440186,13,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/MORNING/030b15cd.v17.npz,54142bdb638fb826d0fcf96255cf010ee564f1f6588c82c24e3a61e77980e00e,,0.9565217391304348,0.8525390625,0.75,0.3828125,MORNING,MORNING|LEARN|SICK|LESS|SAD,0.8676095008850098,SICK,SICK|MORNING|SLEEP|SAD|UNDERSTAND,0.12235385924577713,tier_b_dual_top5_one_top1,True,True,True,4.575782060623169,0.8541666666666666,tier_a2_four_model_multimodal_consensus
READ,READ,A_01_022,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/READ/6b9ad097.mp4,data/local/ASL_hand_crops_av/READ_6b9ad097.jpg,640,480,61,30.0,2.033333333333333,48.86761474609375,0.118408203125,416.44891357421875,0.8385888386130094,0.3076290488243103,5,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/READ/6b9ad097.v17.npz,7f9bd6b54780e875312ab27a16e0152bf1447dc000d85cbc3aa7cb5edf5d9c3c,,0.9230769230769231,0.89892578125,0.9375,0.0,NAME,NAME|READ|WEEK|WRITE|EXCITED,0.2037309855222702,READ,READ|NAME|WRITE|EXCITED|SAD,0.882665753364563,tier_b_dual_top5_one_top1,True,True,True,6.274025201797485,0.8541666666666666,tier_a2_four_model_multimodal_consensus
READ,READ,A_01_022,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/READ/6e7c1f1f.mp4,data/local/ASL_hand_crops_av/READ_6e7c1f1f.jpg,640,480,27,30.0,0.9,91.809814453125,0.0,189.0789794921875,0.8835934526142375,0.1288684606552124,14,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/READ/6e7c1f1f.v17.npz,fc29ca41e2bae5832a3a210a242015a9594682cd74907b9bebbe533f2102d537,,1.0,1.0,0.9375,0.7890625,NAME,NAME|READ|DOCTOR|MORE|EXCITED,0.26966649293899536,READ,READ|LIKE|NAME|DOCTOR|WHAT,0.8802406191825867,tier_b_dual_top5_one_top1,True,True,True,6.406207323074341,1.0,tier_a2_four_model_multimodal_consensus
READY,READY,F_03_042,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/READY/43a4ff43.mp4,data/local/ASL_hand_crops_av/READY_43a4ff43.jpg,640,480,30,30.0,1.0,58.9510498046875,0.11737060546875,1241.6639404296875,0.8590710211963597,0.15869605541229248,5,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/READY/43a4ff43.v17.npz,fba9e6e798fcf6e01c9dfad7421e759fe9bf2358788c1cf31a0506bed6a42df4,,0.92,0.86669921875,0.6875,0.5234375,USE,USE|READY|WEEK|READ|HOSPITAL,0.07486186921596527,READY,READY|USE|DIFFERENT|HOSPITAL|LANGUAGE,0.7318964600563049,tier_b_dual_top5_one_top1,True,True,True,6.471938729286194,0.9166666666666666,tier_a2_four_model_multimodal_consensus
READY,READY,F_03_042,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/READY/65849cac.mp4,data/local/ASL_hand_crops_av/READY_65849cac.jpg,640,480,33,30.0,1.1,86.39532470703125,0.0,208.6429443359375,0.8924680041537715,0.11300885677337646,8,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/READY/65849cac.v17.npz,5ac0fdd71c397d757c299b983c41d9557a9b0092d9283c7ff4af3d5444c7b4df,,0.8571428571428571,0.83349609375,0.59375,0.5234375,READ,READ|GO|READY|NAME|ANSWER,0.10986669361591339,READY,READY|READ|GO|DIFFERENT|LISTEN,0.816260814666748,tier_b_dual_top5_one_top1,True,True,True,2.1206674575805664,0.8333333333333334,tier_a2_four_model_multimodal_consensus
SAD,SAD,B_02_053,canonical_and_pinned_raw_text_equal,local_hex_unknown_session,data/raw_videos/ASL VIDEOS/SAD/384dc0a8.mp4,data/local/ASL_hand_crops_av/SAD_384dc0a8.jpg,640,480,35,30.0,1.1666666666666667,89.845947265625,0.0765380859375,1340.09228515625,0.9352132906676316,0.6526663899421692,2,False,data/local/local_citizen100_quality_audit_q82_cap14_exact/landmarks/SAD/384dc0a8.v17.npz,dac9b46be036602b7132918f295ada5089bbf16f8a92bcc07dce15bbc102a364,,1.0,0.86669921875,0.9375,0.2265625,WAIT,WAIT|SAD|WANT|NOW|ANGRY,0.1802341490983963,SAD,SAD|KNOW|ANGRY|WAIT|WANT,0.8678760528564453,tier_b_dual_top5_one_top1,True,True,True,6.4046711921691895,0.9166666666666666,tier_a2_four_model_multimodal_consensus
