feature_path,video_path,split,label,orientation,width,height,source_frames_before_trim,source_frames_after_trim,elapsed_seconds,hand_frame_fraction_before_trim,hand_frame_fraction_after_trim,hand_presence_fraction,face_presence_fraction,body_presence_fraction,shoulder_coverage,normalization_source,chirality_left,chirality_right,chirality_unknown,finite,binary_presence,missing_spatial_zero,missing_confidence_zero,valid_shape
ANGRY/ANGRY_011d9c37.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_011d9c37.mp4,,ANGRY,landscape,640,480,79,57,4.207925749999999,0.6582278481012658,0.9122807017543859,0.8876953125,0.34375,0.5,0.3157894736842105,shoulder_width,52,48,0,True,True,True,True,True
ANGRY/ANGRY_0544c776.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_0544c776.mp4,,ANGRY,landscape,640,480,67,54,0.39325400000000066,0.7313432835820896,0.9074074074074074,0.880859375,0.0,0.4140625,0.6111111111111112,shoulder_width,47,46,0,True,True,True,True,True
ANGRY/ANGRY_17660701.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_17660701.mp4,,ANGRY,landscape,640,480,25,25,0.17594004200000057,1.0,1.0,1.0,1.0,0.921875,1.0,shoulder_width,25,25,0,True,True,True,True,True
ANGRY/ANGRY_19abe861.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_19abe861.mp4,,ANGRY,landscape,640,480,54,40,0.28669595799999925,0.6666666666666666,0.9,0.82666015625,0.0,0.5234375,0.625,shoulder_width,36,30,0,True,True,True,True,True
ANGRY/ANGRY_1b193d4f.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_1b193d4f.mp4,,ANGRY,landscape,640,480,25,25,0.16412425000000042,1.0,1.0,0.81005859375,1.0,0.921875,1.0,shoulder_width,16,25,0,True,True,True,True,True
ANGRY/ANGRY_1de010a0.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_1de010a0.mp4,,ANGRY,landscape,640,480,30,28,0.20107829099999996,0.8,0.8571428571428571,0.81494140625,0.59375,0.3125,0.6071428571428571,shoulder_width,24,22,0,True,True,True,True,True
ANGRY/ANGRY_20281937.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_20281937.mp4,,ANGRY,landscape,640,480,31,31,0.20190637500000008,1.0,1.0,0.84814453125,0.8125,0.8125,0.8064516129032258,shoulder_width,22,31,0,True,True,True,True,True
ANGRY/ANGRY_2330bf1d.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_2330bf1d.mp4,,ANGRY,landscape,640,480,78,65,0.4526372080000005,0.7564102564102564,0.9076923076923077,0.80810546875,0.25,0.71875,0.8769230769230769,shoulder_width,59,50,0,True,True,True,True,True
ANGRY/ANGRY_2510b58c.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_2510b58c.mp4,,ANGRY,landscape,640,480,33,33,0.23322720799999885,1.0,1.0,1.0,1.0,1.0,1.0,shoulder_width,33,33,0,True,True,True,True,True
ANGRY/ANGRY_27c68c99.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_27c68c99.mp4,,ANGRY,landscape,640,480,32,32,0.20444204100000007,1.0,1.0,0.86181640625,0.78125,0.78125,0.78125,shoulder_width,24,32,0,True,True,True,True,True
ANGRY/ANGRY_2c2735a5.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_2c2735a5.mp4,,ANGRY,landscape,640,480,32,27,0.18706279100000067,0.75,0.8888888888888888,0.8251953125,0.65625,0.65625,0.6296296296296297,shoulder_width,24,20,0,True,True,True,True,True
ANGRY/ANGRY_2ce52ce3.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_2ce52ce3.mp4,,ANGRY,landscape,640,480,29,29,0.1806222919999989,1.0,1.0,0.77587890625,0.875,0.875,0.8620689655172413,shoulder_width,17,29,0,True,True,True,True,True
ANGRY/ANGRY_2d1a0ac3.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_2d1a0ac3.mp4,,ANGRY,landscape,640,480,55,45,0.3239541670000001,0.7454545454545455,0.9111111111111111,0.8720703125,0.0,0.40625,0.5555555555555556,shoulder_width,41,37,0,True,True,True,True,True
ANGRY/ANGRY_2d322f68.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_2d322f68.mp4,,ANGRY,landscape,640,480,28,28,0.1841122499999983,1.0,1.0,0.796875,0.90625,0.90625,0.8928571428571429,shoulder_width,17,28,0,True,True,True,True,True
ANGRY/ANGRY_3138b4af.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_3138b4af.mp4,,ANGRY,landscape,640,480,59,51,0.3480472920000004,0.7627118644067796,0.8823529411764706,0.85693359375,0.5,0.203125,0.35294117647058826,shoulder_width,45,38,0,True,True,True,True,True
ANGRY/ANGRY_3455360c.v17.npz,data/local/local_deep_clean_v17/raw/train/ANGRY/ANGRY_3455360c.mp4,,ANGRY,landscape,640,480,62,46,0.36336374999999776,0.6774193548387096,0.9130434782608695,0.875,0.1875,0.546875,0.717391304347826,shoulder_width,42,38,0,True,True,True,True,True
