npy_name,expected_label,predicted_label,confidence,mp4_path
ABOUT_069af01c_5a60a5.npy,ABOUT,WHEN,0.6068587303161621,data/raw_videos/ASL VIDEOS/ABOUT/069af01c.mp4
ABOUT_0a506aea_e74113.npy,ABOUT,WHEN,0.780015230178833,data/raw_videos/ASL VIDEOS/ABOUT/0a506aea.mp4
ABOUT_14c06bf0_02571b.npy,ABOUT,WHEN,0.5919660925865173,data/raw_videos/ASL VIDEOS/ABOUT/14c06bf0.mp4
ABOUT_18ffc35d_66b850.npy,ABOUT,WHEN,0.7742834687232971,data/raw_videos/ASL VIDEOS/ABOUT/18ffc35d.mp4
ABOUT_281a2df4_d36237.npy,ABOUT,WHEN,0.5509533882141113,data/raw_videos/ASL VIDEOS/ABOUT/281a2df4.mp4
ABOUT_28bb19e1_39663d.npy,ABOUT,WHEN,0.5785405039787292,data/raw_videos/ASL VIDEOS/ABOUT/28bb19e1.mp4
ABOUT_30f9dd26_2e1fde.npy,ABOUT,WHEN,0.4808701276779175,data/raw_videos/ASL VIDEOS/ABOUT/30f9dd26.mp4
ABOUT_37934c9e_f636ec.npy,ABOUT,WHEN,0.5847303867340088,data/raw_videos/ASL VIDEOS/ABOUT/37934c9e.mp4
ABOUT_4690d6fb_af8586.npy,ABOUT,WHEN,0.619661271572113,data/raw_videos/ASL VIDEOS/ABOUT/4690d6fb.mp4
ABOUT_4dbd5c0e_d21525.npy,ABOUT,WHEN,0.475028395652771,data/raw_videos/ASL VIDEOS/ABOUT/4dbd5c0e.mp4
ABOUT_5504e4a1_a80cb0.npy,ABOUT,WHEN,0.6516381502151489,data/raw_videos/ASL VIDEOS/ABOUT/5504e4a1.mp4
ABOUT_5e30d9cd_c4f8da.npy,ABOUT,WHEN,0.6341095566749573,data/raw_videos/ASL VIDEOS/ABOUT/5e30d9cd.mp4
ABOUT_63699320_599594.npy,ABOUT,WHEN,0.5229293704032898,data/raw_videos/ASL VIDEOS/ABOUT/63699320.mp4
ABOUT_64c602a5_f60ade.npy,ABOUT,WHEN,0.6001030802726746,data/raw_videos/ASL VIDEOS/ABOUT/64c602a5.mp4
ABOUT_7a73cbf2_3c68fb.npy,ABOUT,WHEN,0.6513049006462097,data/raw_videos/ASL VIDEOS/ABOUT/7a73cbf2.mp4
ABOUT_7aab4fb9_5f7446.npy,ABOUT,WHEN,0.868500292301178,data/raw_videos/ASL VIDEOS/ABOUT/7aab4fb9.mp4
ABOUT_8432ebe9_6fdf3c.npy,ABOUT,WHEN,0.6588449478149414,data/raw_videos/ASL VIDEOS/ABOUT/8432ebe9.mp4
ABOUT_86f0633c_4be8bd.npy,ABOUT,WHEN,0.7865835428237915,data/raw_videos/ASL VIDEOS/ABOUT/86f0633c.mp4
ABOUT_9623f3bb_f71f01.npy,ABOUT,WHEN,0.848480761051178,data/raw_videos/ASL VIDEOS/ABOUT/9623f3bb.mp4
ABOUT_9d47c5e0_005ca2.npy,ABOUT,WHEN,0.7808864116668701,data/raw_videos/ASL VIDEOS/ABOUT/9d47c5e0.mp4
ABOUT_9e454de6_63a792.npy,ABOUT,WHEN,0.5483014583587646,data/raw_videos/ASL VIDEOS/ABOUT/9e454de6.mp4
ABOUT_a504f184_7277d4.npy,ABOUT,WHEN,0.5112713575363159,data/raw_videos/ASL VIDEOS/ABOUT/a504f184.mp4
ABOUT_a9ee2877_c9a41f.npy,ABOUT,WHEN,0.584834098815918,data/raw_videos/ASL VIDEOS/ABOUT/a9ee2877.mp4
ABOUT_add2e080_28ab32.npy,ABOUT,WHEN,0.44956785440444946,data/raw_videos/ASL VIDEOS/ABOUT/add2e080.mp4
ABOUT_b55ab199_944e7d.npy,ABOUT,WHEN,0.4175593852996826,data/raw_videos/ASL VIDEOS/ABOUT/b55ab199.mp4
ABOUT_b721652e_ae8d3f.npy,ABOUT,WHEN,0.5192277431488037,data/raw_videos/ASL VIDEOS/ABOUT/b721652e.mp4
ABOUT_be9bb377_a81318.npy,ABOUT,WHEN,0.8534891605377197,data/raw_videos/ASL VIDEOS/ABOUT/be9bb377.mp4
ABOUT_c715c2bc_fe58c4.npy,ABOUT,WHEN,0.7946531176567078,data/raw_videos/ASL VIDEOS/ABOUT/c715c2bc.mp4
ABOUT_c743d3a3_8ef5b8.npy,ABOUT,WHEN,0.6903543472290039,data/raw_videos/ASL VIDEOS/ABOUT/c743d3a3.mp4
